Time,RMSError,TotalError,AverageError,ManTrackedCells,AutoTrackedCells
183,2.4433469744248577,2364.097997222718,5.9699444374311055,396,1954
184,2.4377220370334842,2359.1680257459557,5.942488729838679,397,1964
185,2.417051469560168,2319.328709181678,5.842137806502967,397,1964
186,2.434497064325493,2364.7836065275674,5.926775956209442,399,1978
187,2.451297613175543,2403.5439953440455,6.008859988360114,400,1979
188,2.435716808035589,2384.9519803167254,5.932716368947078,402,1994
189,2.478043960898595,2456.280748858399,6.140701872145997,400,1995
190,2.4610688141297983,2434.857602568665,6.056859707882251,402,1994
191,2.450564738216341,2420.1228170842974,6.005267536189323,403,2010
192,2.4362409953955844,2403.784425996658,5.9352701876460685,405,2023
193,2.4747807803795734,2468.1895841072605,6.1245399109361305,403,2026
194,2.4902422335160885,2505.327778161228,6.201306381587197,404,2024
195,2.433449615666905,2427.887583115657,5.921677031989407,410,2032
196,2.4326524521667023,2414.461564837329,5.91779795303267,408,2033
197,2.4019859132475556,2348.2012852679554,5.769536327439694,407,2040
198,2.384764265639848,2320.3370458904874,5.687100602672763,408,2045
199,2.37672385929982,2299.0682354695678,5.648816303365031,407,2050
200,2.3932038980817043,2331.06193340194,5.7274248977934645,407,2061
201,2.385129717795649,2326.737102221189,5.688843770711954,409,2094
202,2.4364273404439922,2451.6415905136128,5.9361781852629845,413,2096
203,2.4339608823473156,2440.7562176403326,5.9241655767969235,412,2106
204,2.3959573507502596,2376.6132134182794,5.740611626614202,414,2124
205,2.3778471545254813,2340.82103537796,5.654157090284928,414,2134
206,2.3942533518279108,2350.304136223066,5.732449112739186,410,2142
207,2.3854676157969883,2372.920046088742,5.690455746016167,417,2155
208,2.3528842471200413,2314.074869184479,5.536064280345644,418,2170
209,2.389341700799339,2392.051626771866,5.708953763178678,419,2172
210,2.378306986391128,2358.695498672527,5.656344121516851,417,2197
211,2.346157327057882,2333.8885822023317,5.504454203307386,424,2199
212,2.3625838577568126,2372.2660560965514,5.581802484933062,425,2161
213,2.385755622760795,2419.0277039022685,5.691829891534749,425,2171
214,2.3773879632260875,2402.0887492692214,5.651973527692285,425,2167
215,2.3341068938734413,2315.423371611698,5.448054992027524,425,2156
216,2.3386028791278006,2291.5375756049675,5.469063426264839,419,2149
217,2.349757185037132,2302.4066315402224,5.521358828633627,417,2148
218,2.3598100457032682,2344.4241532086676,5.568703451802061,421,2146
219,2.339012232049984,2297.810853105368,5.470978221679448,420,2150
220,2.3245276631337592,2264.036690946446,5.403428856674095,419,2144
221,2.3504434965662986,2314.8009602007883,5.524584630550807,419,2123
222,2.3591181537135406,2320.7878391463873,5.565438463180785,417,2104
223,2.3332943436271907,2292.0345099751125,5.4442624940026425,421,2103
224,2.313520201577873,2253.350179428856,5.3523757231089215,421,2102
225,2.3019474200080694,2225.5640082823593,5.298961924481808,420,2113
226,2.3288376047883768,2277.863527580115,5.423484589476463,420,2108
227,2.3095563250574163,2229.6330749801164,5.334050418612718,418,2104
228,2.327024122313004,2285.147414178828,5.4150412658266065,422,2116
229,2.3365980691382973,2298.529715951045,5.45969053670082,421,2120
230,2.3384686805707897,2313.148330714437,5.4684357700104895,423,2129
231,2.2757595901993968,2185.57248262627,5.179081712384526,422,2146
232,2.3229050349271425,2282.4605399456145,5.395887801289869,423,2163
233,2.370612555089764,2388.416651698418,5.619803886349218,425,2173
234,2.3445967712222777,2325.287690301768,5.497134019625929,423,2187
235,2.345947946856317,2338.975501977732,5.50347176935937,425,2204
236,2.359075923856228,2365.2266661701997,5.565239214518117,425,2219
237,2.3705966694016505,2399.6240989536905,5.619728568978198,427,2224
238,2.352233199320191,2357.0584362172267,5.5330010239841005,426,2225
239,2.3183574175891186,2300.406317515528,5.374781115690486,428,2239
240,2.2650419336571055,2195.817603404351,5.130414961225119,428,2246
241,2.2507771482244903,2158.1150504330367,5.065997770969569,426,2262
242,2.255103276218265,2176.5900565836305,5.085490786410352,428,2264
243,2.2709329461106007,2196.9401258812236,5.157136445730572,426,2266
244,2.2959535055123976,2261.4316722746325,5.271402499474668,429,2261
245,2.3090601827589152,2292.6563388691334,5.331758927602635,430,2264
246,2.2773842070096713,2224.9994164986024,5.186478826337068,429,2265
247,2.2324730144993623,2138.1084412407163,4.98393576046787,429,2274
248,2.299065156520534,2283.422656576372,5.285700593926787,432,2280
249,2.252812241967734,2192.4704149457853,5.075162997559688,432,2297
250,2.221662812650819,2132.2594021459167,4.935785653115548,432,2302
251,2.275198544474594,2236.260276048662,5.17652841677931,432,2317
252,2.2889771025380803,2263.427788007646,5.239416175943625,432,2344
253,2.2485477619656984,2184.177760347291,5.055967037840952,432,2354
254,2.244157565341824,2165.584566574805,5.036243178080943,430,2368
255,2.242608953275799,2182.713994113744,5.0292949173127734,434,2381
256,2.22334602004138,2130.5483032033867,4.943267524833844,431,2395
257,2.2161688161710003,2116.815219582341,4.911404221768772,431,2408
258,2.281399429005702,2243.261625861711,5.204783354667542,431,2426
259,2.221561881131808,2122.1949924300957,4.935337191697897,430,2441
260,2.2457999152503128,2178.8426560341504,5.043617259338311,432,2446
261,2.240618869105601,2168.801099967771,5.020372916592062,432,2457
262,2.2449146562604407,2177.125263601747,5.039641813892933,432,2471
263,2.2606004082150544,2207.655736828735,5.110314205622071,432,2481
264,2.2742676036665466,2234.43063349366,5.172293133087176,432,2480
265,2.2964977356833374,2278.3255991994365,5.273901849998696,432,2488
266,2.2536058154968432,2178.7791046340717,5.0787391716411925,429,2509
267,2.2473987663779096,2166.793721285171,5.050801215116949,429,2508
268,2.2152086082918663,2105.166997469416,4.907149178250386,429,2507
269,2.2565643613749624,2184.503485604837,5.0920827170275915,429,2490
270,2.2130637392340513,2101.092327868506,4.897651113912601,429,2496
271,2.255135506481855,2181.7379094633284,5.085636152595171,429,2504
272,2.195449671838729,2067.77968321644,4.8199992615767835,429,2513
273,2.2443686166146057,2160.954719027916,5.037190487244559,429,2531
274,2.234398393217568,2141.798021054084,4.99253617961325,429,2532
275,2.274973908251635,2220.292195503833,5.175506283225719,429,2532
276,2.2560395424025224,2178.397770426259,5.0897144168837825,428,2537
277,2.24852532667762,2163.9107099361786,5.055866144710698,428,2546
278,2.2430314691034825,2148.3182031829006,5.031190171388526,427,2561
279,2.2281480121594788,2129.8320889947117,4.964643564090237,429,2592
280,2.175034870176738,2029.503198501953,4.730776686484739,429,2605
281,2.177260050650718,2033.6579097804542,4.740461328159567,429,2601
282,2.2103680712388187,2091.0911604306625,4.885727010352015,428,2608
283,2.246076100289402,2159.1991590686544,5.044857848291248,428,2629
284,2.2883775113677265,2241.295459580359,5.236671634533549,428,2637
285,2.2364036729453245,2140.6425942195087,5.001501388363338,428,2649
